left,left,left,left,right,right,right,right
0.98228455,4.34041,7.904768,9.454489,1.0371208,4.5847893,8.295178,10.126829
1.2373924,4.450083,7.494092,9.46641,1.4305115,4.4599175,7.6958537,9.604395
1.2385845,4.451275,7.493496,9.467602,1.4296174,4.4625998,7.6946616,9.603798
1.2642145,4.5076013,7.6431036,9.796768,1.4591217,4.5248866,7.866621,9.98497
1.168251,4.1925907,7.662773,9.211302,1.3744831,4.322529,7.9250336,9.640455
1.3443828,4.3207407,6.8721175,8.875429,1.5228987,4.3666363,7.2309375,9.046197
0.7195771,4.5020876,7.5243416,9.607225,0.72464347,4.7045946,8.027851,10.263622
1.1844933,4.4046345,7.670373,9.553581,1.360774,4.4867396,7.9369545,9.899735
0.6982684,4.4447184,7.3745847,9.265841,0.7534027,4.629791,7.8725815,9.739846
1.1081994,4.390776,7.6049566,10.257811,0.9763241,4.630387,8.074641,10.692776
1.6927719,3.465414,5.3334236,7.1787834,1.8745661,3.489256,5.5497885,7.368326
0.7379055,4.452467,7.9858303,9.934902,0.7081032,4.6634674,8.330345,10.499954
1.168251,4.1925907,7.663965,9.211302,1.3744831,4.322529,7.9262257,9.639263
1.43677,4.311949,7.4991584,9.783804,1.3762712,4.532337,7.9634786,10.026097
1.282692,4.543066,7.6556206,10.178089,1.2850761,4.6777725,7.9399347,9.994507
1.2385845,4.450083,7.492304,9.467602,1.4299154,4.4608116,7.6964498,9.604692
1.2391806,4.4497848,7.492602,9.468198,1.4296174,4.461259,7.6955557,9.6052885
1.168251,4.1913986,7.663965,9.211302,1.3744831,4.323721,7.9262257,9.640455
0.98109245,4.34041,7.903576,9.454489,1.0371208,4.5853853,8.293986,10.127425
1.3458729,4.3189526,6.8712234,8.875132,1.5234947,4.3672323,7.2312355,9.044409
1.3458729,4.3213367,6.8700314,8.876324,1.5258789,4.3678284,7.2324276,9.045601
1.3720989,4.284382,6.7317486,8.72016,1.5467405,4.335046,7.1144104,8.913279
1.1134148,4.424453,8.023381,9.825826,1.1348724,4.633665,8.384585,10.391474
1.2099743,4.08262,7.6040626,9.167194,1.4460087,4.1377544,7.8213215,9.564161
1.2385845,4.450679,7.493347,9.466857,1.4303625,4.4602156,7.6951084,9.604841
0.7209182,4.4968724,7.508695,9.626746,0.7259846,4.6998262,8.0138445,10.284185
1.2390316,4.4514236,7.493496,9.466558,1.4305115,4.4620037,7.6949596,9.603798
0.73954463,4.451275,7.9855323,9.935349,0.70899725,4.6622753,8.331835,10.500252
0.69469213,4.4491887,7.388592,9.2458725,0.75146556,4.635006,7.886142,9.719878
1.3527274,4.2164326,6.8837404,8.910298,1.5936792,4.2408705,7.2959065,9.351224
1.5060604,4.2012334,6.903261,8.9833145,1.69456,4.220605,7.3099136,9.3996525
0.7402897,4.452765,7.984638,9.935797,0.7092953,4.6646595,8.330345,10.499954
1.2664497,4.5081973,7.644147,9.797215,1.4604628,4.5245886,7.866025,9.985865
1.219511,4.452467,7.483959,9.461641,1.3780594,4.464388,7.67231,9.590983
1.2373924,4.450083,7.493496,9.467602,1.4293194,4.4608116,7.6961517,9.604096
1.0839105,4.337728,7.469654,9.898096,1.0046363,4.5615435,7.932782,10.147095
0.7867813,4.4953823,7.6782703,9.70602,0.74863434,4.69923,8.072257,10.311604
0.7426739,4.4476986,7.969141,9.955168,0.7122755,4.658699,8.315444,10.519624
0.9906292,4.532337,7.555485,10.210276,0.9357929,4.6908855,7.88033,10.086298
1.0848045,4.339218,7.468462,9.897947,1.0043383,4.5609474,7.93308,10.147095
1.0585785,4.351139,7.4267387,9.828806,0.9545684,4.5865774,7.852912,10.01507
1.1754036,4.312694,7.465929,9.382069,1.4340878,4.2900443,7.674098,9.644926
1.2385845,4.452467,7.493496,9.468794,1.4305115,4.4614077,7.6955557,9.6035
0.62942505,4.365444,7.8737736,9.570122,0.6645918,4.6128035,8.262992,10.249019
1.0180473,4.1878223,7.441044,9.008646,1.1348724,4.338026,7.6556206,9.535551
1.2385845,4.451275,7.492304,9.467602,1.4293194,4.4602156,7.6961517,9.604692
1.168251,4.1913986,7.663965,9.211302,1.3756752,4.324913,7.9262257,9.639263
1.1837482,4.404187,7.671714,9.55373,1.3628602,4.4855475,7.9357624,9.900034
1.2409687,4.451275,7.493496,9.467602,1.4290214,4.4617057,7.6946616,9.604096
1.3434887,4.504919,7.582903,10.098219,1.3098121,4.6643615,7.9122186,9.96381
1.2087822,4.082918,7.6043606,9.167194,1.4448166,4.1365623,7.8225136,9.565353
0.74505806,4.3725967,7.594824,9.224415,0.7903576,4.621744,7.958412,9.871721
1.257956,4.3445826,7.482171,9.422302,1.5312433,4.326105,7.6925755,9.691715
1.3327599,4.3284893,6.9105625,8.934736,1.4904141,4.3815374,7.31349,9.244978
1.3446808,4.3213367,6.8712234,8.876324,1.5243888,4.36604,7.2315335,9.047091
1.2384355,4.45053,7.4929,9.466857,1.4287233,4.4617057,7.6946616,9.603798
1.2969971,4.5335293,7.722378,10.328293,1.3035536,4.6628714,8.086562,10.34677
1.1746585,4.312992,7.4662266,9.382218,1.4334917,4.2909384,7.674992,9.645224
1.3673306,4.2927265,6.7937374,8.790493,1.5425682,4.3451786,7.1644783,8.972883
1.1312962,4.2670965,7.7551603,9.630024,1.3965368,4.2515993,7.916689,9.853244
1.167059,4.1913986,7.663965,9.212494,1.3744831,4.323721,7.9262257,9.640455
1.2114644,4.2387843,7.3739886,8.9633465,1.412034,4.36306,7.6806545,9.431839
1.3434887,4.506409,7.585585,10.097027,1.3101101,4.6634674,7.9131126,9.963512
1.1312962,4.2667985,7.7569485,9.630621,1.3959408,4.249811,7.918477,9.85384
1.2093782,4.082918,7.6040626,9.16779,1.4460087,4.1365623,7.8219175,9.564757
1.167953,4.1913986,7.662773,9.211599,1.3738871,4.323721,7.9256296,9.639263
1.2387335,4.450083,7.4924526,9.465814,1.4305115,4.4608116,7.6949596,9.604395
1.347065,4.3201447,6.8712234,8.875132,1.5252829,4.3672323,7.2318316,9.045898
1.411438,4.324317,7.455349,9.714365,1.3273954,4.557371,7.8837576,9.894818
1.167059,4.1913986,7.663965,9.212494,1.3738871,4.323721,7.9250336,9.639263
1.5377998,4.336834,6.879568,9.448528,1.4960766,4.51982,7.376075,9.452105
0.63717365,4.361868,7.8827143,9.587407,0.6836653,4.6026707,8.282661,10.2853775
0.98228455,4.338622,7.904172,9.453893,1.0371208,4.5859814,8.295774,10.125637
1.0359287,4.258156,7.8117847,9.393692,1.2385845,4.39167,8.078814,9.828806
1.2384355,4.451871,7.492751,9.467006,1.4299154,4.4614077,7.6952577,9.604395
1.0892749,4.376471,7.816255,9.674131,1.3250113,4.438162,8.019209,9.929538
1.0585785,4.351735,7.4261427,9.828806,0.9548664,4.5865774,7.853508,10.014475
1.3446808,4.3201447,6.8712234,8.875132,1.5249848,4.3669343,7.2315335,9.045601
1.167655,4.1919947,7.6645613,9.211898,1.373291,4.324317,7.9244375,9.641647
1.3443828,4.3192506,6.8715215,8.875728,1.5221536,4.3658915,7.2319803,9.045154
1.3446808,4.3201447,6.8724155,8.8739395,1.5234947,4.3666363,7.2318316,9.046197
0.73969364,4.452467,7.9858303,9.934902,0.71048737,4.6640635,8.330941,10.499358
1.3458729,4.322529,6.8712234,8.877516,1.5234947,4.3666363,7.2312355,9.046197
1.3113022,3.464222,5.7423115,8.03113,1.4710426,3.3974648,5.940199,8.200407
0.7407367,4.452467,7.9850855,9.936243,0.71018934,4.6631694,8.330048,10.499954
1.167953,4.1922927,7.6642632,9.211898,1.373291,4.324913,7.9256296,9.639859
1.2123585,4.2390823,7.3739886,8.963049,1.410842,4.363656,7.6812506,9.431839
1.1634827,4.0352345,7.274151,8.815527,1.3899803,4.079342,7.427931,9.14216
1.2379885,4.450083,7.492304,9.467602,1.4293194,4.4614077,7.6949596,9.603798
0.7915497,4.492402,7.6800585,9.6952915,0.808835,4.6873093,8.085966,10.165572
1.437664,4.312992,7.4994564,9.782314,1.3762712,4.532933,7.9646707,10.025799
1.4567375,4.4560432,7.5423717,10.106564,1.450181,4.5877695,7.9214573,10.142326
1.0037422,4.272461,7.840395,9.441376,1.1664629,4.4083595,8.076429,9.98795
1.1324883,4.4226646,7.5256824,9.4252825,1.360178,4.477501,7.776022,9.720325
1.3446808,4.3213367,6.8712234,8.876324,1.5240908,4.36604,7.2324276,9.046197
1.502037,4.0853024,6.3622,8.449554,1.7371774,4.0224195,6.5743923,8.507967
1.3422966,4.324913,6.8867207,8.856058,1.5205145,4.3717027,7.247925,9.027422
1.4877319,4.1508675,6.2680244,8.360147,1.6880035,4.172921,6.54459,8.470416
1.2505054,4.4488907,7.470846,9.386539,1.4615059,4.451275,7.6282024,9.385347
1.2969971,4.5347214,7.7211857,10.325909,1.3047457,4.6634674,8.08537,10.344982
1.0836124,4.337132,7.46876,9.898543,1.0045618,4.5607986,7.932708,10.147318
0.6377697,4.360676,7.8833103,9.586811,0.6830692,4.6014786,8.282661,10.284781
0.7390976,4.452467,7.984042,9.936094,0.7092953,4.6646595,8.329749,10.499954
1.0889769,4.375875,7.815659,9.675026,1.3256073,4.4369698,8.020401,9.929538
0.78320503,4.4989586,7.6937675,9.689331,0.7456541,4.7039986,8.087158,10.293126
1.2549758,4.5123696,7.635206,9.779633,1.4412403,4.5350194,7.8466535,9.949505
1.1743605,4.3134394,7.4650345,9.380728,1.4328957,4.2900443,7.67529,9.643734
1.1333823,4.4235587,7.5262785,9.424686,1.3613701,4.478693,7.776022,9.7209215
1.3449788,4.3201447,6.8700314,8.874834,1.5234947,4.3675303,7.2324276,9.046197
1.2378395,4.45053,7.493347,9.46641,1.4300644,4.4615564,7.695407,9.604245
1.2995303,4.2769313,7.7828765,9.582639,1.4725327,4.3705106,8.014143,9.905397
1.2111664,4.2390823,7.3730946,8.964539,1.410842,4.36306,7.6818466,9.431839
1.4364719,4.311502,7.4988604,9.782017,1.3763458,4.532486,7.963404,10.02647
0.7402897,4.451573,7.984936,9.9352,0.71018934,4.6643615,8.33124,10.499657
1.2367964,4.455447,7.508397,9.447039,1.4275312,4.464835,7.7100096,9.585023
1.2111664,4.2390823,7.3719025,8.9633465,1.4090538,4.364252,7.6818466,9.434223
1.1968613,4.3189526,7.8886747,9.731054,1.2874603,4.440546,8.13961,10.220408
0.98109245,4.339814,7.904768,9.455085,1.0359287,4.5853853,8.295178,10.127425
0.7840991,4.4986606,7.6912346,9.686947,0.7459521,4.7039986,8.085966,10.2922325
1.2375414,4.450977,7.4936447,9.466857,1.4299154,4.4611096,7.6946616,9.604395
1.3458729,4.3201447,6.8712234,8.875132,1.5240908,4.3672323,7.2306395,9.046197
1.514554,3.889799,6.3611565,8.491575,1.7315149,3.8471818,6.6158175,8.678734
1.1974573,4.3198466,7.8883767,9.732544,1.2874603,4.441738,8.138418,10.219812
0.73969364,4.450679,7.9858303,9.934902,0.7081032,4.6634674,8.329749,10.498762
1.0085106,4.273653,7.8439713,9.430647,1.2290478,4.398823,8.089542,9.843111
1.1134148,4.389584,7.6046586,10.247082,1.0371208,4.61936,8.087754,10.546743
0.9906292,4.531145,7.555485,10.211468,0.9381771,4.6914816,7.882118,10.085106
1.0585785,4.352331,7.4267387,9.829998,0.9563565,4.5868754,7.852912,10.015667
1.1771917,4.1872263,7.673502,9.229183,1.3935566,4.312396,7.942915,9.676218
1.0834634,4.3384733,7.469654,9.89765,1.0043383,4.5612454,7.932186,10.147095
1.1748075,4.3146315,7.465929,9.380877,1.4337897,4.2900443,7.6738,9.644628
1.5306473,4.043579,6.210804,8.314848,1.7619133,3.9887428,6.443262,8.394122
1.0585785,4.351139,7.427931,9.829998,0.9545684,4.5859814,7.852912,10.015368
1.168251,4.1925907,7.663965,9.212494,1.3744831,4.323721,7.9250336,9.641647
1.3427436,4.324019,7.492602,9.333044,1.5088916,4.4101477,7.7703595,9.697378
1.2390316,4.450977,7.493943,9.466857,1.4290214,4.4605136,7.6958537,9.603798
1.1307001,4.2667985,7.7560544,9.629726,1.3959408,4.2510033,7.917881,9.852052
1.3446808,4.506111,7.582903,10.095835,1.309514,4.6634674,7.9119205,9.962916
1.1405349,4.4718385,7.724464,9.560883,1.1786819,4.6652555,8.131862,10.025204
1.2111664,4.2390823,7.3730946,8.9633465,1.4126301,4.36306,7.6818466,9.431839
1.3709068,4.28319,6.7317486,8.718967,1.5473366,4.33445,7.1150064,8.913279
0.9930134,4.531145,7.5542927,10.21266,0.9381771,4.6908855,7.88182,10.086298
1.0845065,4.337132,7.469058,9.897947,1.0050088,4.561171,7.9337506,10.147691
1.411438,4.324019,7.454753,9.714365,1.3276935,4.5591593,7.8843536,9.89303
1.2516975,4.4488907,7.468462,9.386539,1.4609098,4.4488907,7.6287985,9.385347
0.7414818,4.452467,7.984638,9.934902,0.7092953,4.6634674,8.330345,10.499954
1.168251,4.193783,7.662773,9.212494,1.3744831,4.323721,7.9262257,9.639263
1.3458729,4.3213367,6.8712234,8.875132,1.5240908,4.3678284,7.2318316,9.046197
1.4352798,4.312992,7.497072,9.783506,1.3774633,4.5341253,7.9649687,10.024905
1.270771,4.5466423,7.6806545,10.256767,1.2558699,4.6879053,8.006692,10.213256
0.718832,4.501641,7.5232983,9.60812,0.7237494,4.704446,8.028746,10.264516
1.065731,4.235506,7.7700615,9.3615055,1.1909008,4.3934584,8.050203,9.955764
1.4960766,3.8298965,6.2295794,8.034706,1.7243624,3.7688017,6.4757466,8.184314
1.3446808,4.3201447,6.8712234,8.875132,1.5226007,4.365444,7.2324276,9.046197
1.2516975,4.4453144,7.468462,9.387732,1.4603138,4.451275,7.6290965,9.385943
0.74505806,4.374981,7.596016,9.225607,0.7915497,4.621744,7.95722,9.871721
1.0839105,4.33743,7.467866,9.897947,1.0041893,4.5607986,7.93308,10.146946
1.3446808,4.3213367,6.8700314,8.875132,1.5240908,4.36604,7.2330236,9.044409
1.3437867,4.324317,7.491708,9.335577,1.5091896,4.4101477,7.7718496,9.69708
0.69737434,4.4447184,7.3742867,9.266138,0.75399876,4.630089,7.8710914,9.739101
1.2385845,4.4488907,7.493496,9.468794,1.4305115,4.4608116,7.6943636,9.604692
1.0846555,4.338324,7.469952,9.89765,1.0037422,4.5615435,7.932484,10.147392
1.1634827,4.0352345,7.275343,8.814335,1.3899803,4.081726,7.429123,9.1433525
1.2981892,4.532337,7.722378,10.325909,1.3047457,4.6646595,8.08537,10.344982
1.2481213,4.4476986,7.469654,9.388924,1.4606118,4.450381,7.6279044,9.387732
1.0585785,4.352331,7.427931,9.827614,0.9560585,4.5853853,7.852912,10.0159645
1.3589859,4.4953823,7.64966,10.244846,1.3279915,4.64797,8.0588455,10.313093
0.7843971,4.4989586,7.6949596,9.688139,0.74625015,4.7028065,8.085966,10.291934
0.7247925,4.374981,7.586479,9.218454,0.7390976,4.6253204,7.9345703,9.858608
1.4957786,3.8294494,6.2274933,8.033365,1.7249584,3.7690997,6.4754486,8.18342
1.1116266,4.4202805,7.5888634,9.21011,1.1461973,4.606545,7.9751015,9.625256
1.1694431,3.5440922,6.0784817,8.267164,1.3518333,3.424883,6.0236454,8.212328
1.2350082,4.4563413,7.508695,9.447039,1.4276803,4.4657288,7.7112765,9.584874
1.2379885,4.451871,7.493198,9.466707,1.4296919,4.4611096,7.6958537,9.603798
0.78320503,4.4989586,7.6937675,9.686947,0.7456541,4.7028065,8.087158,10.29253
0.78618526,4.4950843,7.6788664,9.706915,0.74863434,4.698038,8.071661,10.311604
1.3136864,3.9863586,7.1656704,9.3102455,1.5336275,4.0203333,7.330179,9.462833
1.3935566,4.26054,7.249117,9.149313,1.6105175,4.2271614,7.402897,9.325743
1.3148785,3.9851665,7.1656704,9.309053,1.5348196,4.0209293,7.3307753,9.463429
1.25736,4.3439865,7.483363,9.422005,1.5306473,4.326105,7.6937675,9.692311
1.1962652,4.3195486,7.8886747,9.731352,1.2874603,4.441738,8.13961,10.221601
1.065731,4.235506,7.7688694,9.360313,1.1909008,4.3940544,8.049011,9.955168
1.4954805,3.8310885,6.2298775,8.033812,1.7252564,3.7696958,6.4763427,8.184015
1.43677,4.312992,7.497221,9.783358,1.3768673,4.5332313,7.9631805,10.025799
1.3449788,4.3207407,6.8718195,8.876621,1.5239418,4.367381,7.232875,9.046793
0.7903576,4.493594,7.6797605,9.694994,0.808835,4.6873093,8.084774,10.165572
0.9918213,4.531145,7.556677,10.211468,0.936985,4.6908855,7.882118,10.086298
1.2385845,4.451275,7.492304,9.465218,1.4287233,4.4620037,7.6943636,9.604692
0.7855892,4.49419,7.6782703,9.70602,0.74744225,4.697442,8.071661,10.3110075
0.73969364,4.453063,7.984638,9.935498,0.7098913,4.6640635,8.330941,10.501146
1.2111664,4.2390823,7.3742867,8.9633465,1.411438,4.36306,7.6806545,9.431839
1.167655,4.1925907,7.663965,9.210706,1.3744831,4.323125,7.9250336,9.639859
1.167059,4.1913986,7.663965,9.213686,1.373291,4.324317,7.9256296,9.640455
1.1402369,4.4721365,7.723868,9.560287,1.1789799,4.6646595,8.130371,10.025799
1.2379885,4.450977,7.493496,9.467304,1.4295429,4.4620037,7.694587,9.603948
1.141727,4.3579936,7.9613924,9.80258,1.3253093,4.4459105,8.179247,10.108053
1.3446808,4.322529,6.8712234,8.877516,1.5234947,4.3666363,7.2324276,9.045005
0.73999166,4.452467,7.9861283,9.935797,0.7086992,4.6643615,8.330345,10.499358
1.1752546,4.3134394,7.466376,9.382218,1.4328957,4.2912364,7.674098,9.644329
1.5433133,3.7816167,6.1646104,7.992387,1.758039,3.7360191,6.430447,8.153915
1.6221404,4.069209,6.4384937,8.621812,1.8388033,4.0596724,6.7412853,8.95679
1.3434887,4.324913,6.8879128,8.854866,1.5223026,4.3714046,7.247627,9.02623
1.0830164,4.3378773,7.469058,9.8975,1.0043383,4.5600533,7.933378,10.147392
1.0839105,4.337281,7.4689093,9.8975,1.0049343,4.5606494,7.933378,10.147095
1.3434887,4.504919,7.584095,10.097027,1.309514,4.6628714,7.9119205,9.964108
1.2379885,4.451275,7.491708,9.46641,1.4293194,4.4614077,7.6949596,9.604692
0.7402897,4.451275,7.984638,9.937286,0.7092953,4.6634674,8.330345,10.499954
1.2385845,4.450679,7.493198,9.466112,1.4297664,4.4609604,7.696003,9.604767
1.6060472,4.0128827,6.2787533,8.192062,1.835525,3.991127,6.520748,8.339584
1.3443828,4.3201447,6.8709254,8.874834,1.5248358,4.36604,7.2327256,9.046048
1.0049343,4.5216084,7.62105,10.360479,0.95427036,4.6753883,8.027554,10.436177
1.2993813,4.275739,7.7828765,9.582639,1.4725327,4.3702126,8.014738,9.9065895
1.1125207,4.424453,8.022189,9.825527,1.1342764,4.632473,8.383989,10.391474
0.7405877,4.451871,7.9852343,9.935797,0.7092953,4.6640635,8.329749,10.50055
1.2651086,4.506707,7.6442957,9.797215,1.4606118,4.5248866,7.866323,9.98497
1.283884,4.544258,7.6544285,10.178089,1.2868643,4.6789646,7.9393387,9.996891
0.7414818,4.452467,7.983446,9.934902,0.7092953,4.6640635,8.330345,10.50055
1.0848045,4.336834,7.468462,9.897947,1.0037422,4.5606494,7.93308,10.149181
1.1411309,4.4733286,7.724166,9.560287,1.1795759,4.6658516,8.131266,10.024607
1.0848045,4.336834,7.469654,9.897947,1.0046363,4.5609474,7.9336762,10.147095
1.0770559,4.5356154,7.687211,9.666681,1.2809038,4.541278,7.8749657,9.787083
1.4652312,4.2167306,6.8949165,8.964687,1.6456842,4.2420626,7.299781,9.3773
1.0842085,4.337132,7.468462,9.89765,1.0035187,4.560724,7.9326334,10.147616
1.3446808,4.3195486,6.8724155,8.875132,1.5237927,4.3669343,7.2318316,9.045601
1.2275577,4.2954087,6.927848,8.912981,1.424551,4.3927135,7.3789062,9.379834
1.168251,4.1925907,7.663965,9.211302,1.3738871,4.324317,7.9250336,9.639859
1.0839105,4.339814,7.468164,9.898991,1.0037422,4.5618415,7.931888,10.147691
1.2123585,4.2390823,7.3742867,8.9633465,1.411438,4.36306,7.6818466,9.430647
1.347065,4.322529,6.8724155,8.8739395,1.5240908,4.3666363,7.2336197,9.045601
1.077652,4.5365095,7.687509,9.665192,1.2812018,4.540384,7.8755617,9.787679
0.7393956,4.451871,7.984638,9.936392,0.7092953,4.6628714,8.331537,10.499954
1.5154481,3.8900971,6.3629446,8.490383,1.7336011,3.848374,6.6167116,8.679926
1.2385845,4.450083,7.493496,9.467602,1.4299154,4.4620037,7.6955557,9.6052885
0.7221103,4.4977665,7.508695,9.628534,0.7265806,4.699528,8.014143,10.284185
1.1748075,4.313737,7.4651837,9.381474,1.4337897,4.2903423,7.673204,9.644628
1.1980534,4.3192506,7.8883767,9.731352,1.2895465,4.440546,8.138121,10.220408
1.2278557,4.144013,6.8193674,8.824169,1.3896823,4.165024,7.172227,8.9864435
1.0846555,4.3378773,7.4695053,9.896755,1.0043383,4.5615435,7.932484,10.146797
1.2362003,4.4560432,7.507801,9.446144,1.4272332,4.465878,7.711053,9.584724
1.41114,4.325211,7.455647,9.714067,1.3275445,4.5584145,7.8839064,9.893626
1.2981892,4.532337,7.72357,10.325909,1.3047457,4.6628714,8.087754,10.345578
1.2981892,4.5335293,7.7211857,10.327101,1.3041496,4.661083,8.085966,10.342598
1.167059,4.1913986,7.662773,9.211302,1.3756752,4.326105,7.9250336,9.639263
1.0833144,4.337728,7.46876,9.898245,1.0040402,4.5609474,7.932484,10.147392
1.2284517,4.296303,6.927699,8.91313,1.425147,4.3934584,7.379353,9.380877
1.6210973,4.069358,6.43909,8.621365,1.8379092,4.0608644,6.7418814,8.957386
1.3431907,4.324317,7.492006,9.334683,1.5091896,4.4107437,7.7706575,9.69708
1.065731,4.235804,7.7706575,9.360909,1.1903048,4.3940544,8.049607,9.955764
1.1408329,4.4718385,7.724464,9.559989,1.1792779,4.6649575,8.13067,10.025204
1.5306473,4.042387,6.209612,8.313656,1.7601252,3.9857626,6.44207,8.394122
1.141727,4.3573976,7.9604983,9.802877,1.3256073,4.4459105,8.180141,10.107756
1.1411309,4.3579936,7.9604983,9.80258,1.3262033,4.4459105,8.180141,10.10716
1.295805,4.5335293,7.722378,10.327101,1.3047457,4.6628714,8.086562,10.346174
1.2992322,4.2758884,7.7824297,9.583235,1.4719367,4.3705106,8.015633,9.904802
1.167655,4.1913986,7.663965,9.211302,1.3738871,4.322529,7.9262257,9.639263
1.0898709,4.376173,7.815361,9.673834,1.3244152,4.4369698,8.019209,9.928942
1.2516975,4.4465065,7.468462,9.387732,1.4615059,4.450381,7.6290965,9.38505
1.2391806,4.451871,7.494092,9.46641,1.4296174,4.4625998,7.6952577,9.604096
1.3437867,4.323721,7.492751,9.334832,1.5088916,4.4101477,7.7712536,9.697378
0.7867813,4.49419,7.6794624,9.70602,0.7492304,4.698038,8.072853,10.310411
1.3792515,4.4178963,7.058382,9.665489,1.3506413,4.594326,7.543564,9.655356
1.2493134,4.4476986,7.470846,9.386539,1.4609098,4.451275,7.6293945,9.385943
1.2563169,4.344434,7.481873,9.421259,1.5297532,4.326701,7.6931715,9.691715
1.2682378,4.501939,7.629842,9.816736,1.462996,4.51982,7.850528,10.00464
0.7389486,4.451275,7.984042,9.935797,0.7081032,4.6640635,8.330941,10.501444
0.93460083,4.2927265,7.573366,9.102821,0.97990036,4.528761,7.8999996,9.704828
1.1968613,4.3192506,7.8874826,9.732246,1.2892485,4.441142,8.138418,10.2210045
1.0180473,4.2679906,7.850826,9.448528,1.2463331,4.38869,8.108616,9.880066
1.3148785,4.0197372,7.2944164,8.888245,1.4901161,4.057884,7.443428,9.192228
1.1742115,4.314184,7.4651837,9.381771,1.4340878,4.2921305,7.673502,9.642839
1.168251,4.1925907,7.662773,9.212494,1.373291,4.323721,7.9250336,9.641051
1.2385845,4.450381,7.493496,9.466112,1.4296174,4.460663,7.6951084,9.604395
1.0842085,4.337728,7.46876,9.89765,1.0028481,4.5615435,7.93308,10.147095
1.167059,4.1913986,7.6651573,9.212494,1.373291,4.324913,7.9250336,9.640455
1.2385845,4.450083,7.492304,9.468794,1.4296174,4.4614077,7.6952577,9.605885
0.98228455,4.34041,7.903576,9.453297,1.0377169,4.5847893,8.293986,10.125041
1.168251,4.1913986,7.663965,9.212494,1.3738871,4.322529,7.9256296,9.639263
1.2555718,4.511923,7.6349077,9.77844,1.4415383,4.5353174,7.8472495,9.948313
1.0037422,4.5216084,7.62105,10.360479,0.9536743,4.6759844,8.02815,10.436773
0.9906292,4.5335293,7.5542927,10.213852,0.936985,4.6890974,7.88033,10.085702
1.3434887,4.323572,7.492602,9.334832,1.5085936,4.4104457,7.7703595,9.696484
1.1974573,4.3195486,7.8889728,9.732246,1.2874603,4.440546,8.138418,10.221601
1.0061264,4.5216084,7.62105,10.360479,0.9548664,4.6753883,8.027554,10.436773
0.98109245,4.34041,7.904768,9.454489,1.0359287,4.5847893,8.294582,10.125637
