l_tor,no_tor,r_tor
-7.473728,-6.0757933,12.721942
-7.849639,-6.4599977,13.544291
-7.538109,-6.1582804,12.934628
0.506703,-0.53110576,-0.17277642
-10.031454,-8.231479,17.244518
-12.571519,-10.32972,21.664104
7.487464,-2.100279,-6.2779655
1.7053739,-0.531239,-1.4148006
-6.3571215,-5.1109533,10.689372
-9.693996,-7.9188523,16.616089
0.9339344,-0.44478756,-0.628682
-2.4113278,-1.9264958,4.055104
-6.021822,-4.8724747,10.185319
-20.414825,-16.85716,35.301495
-16.727499,-13.777659,28.884235
1.1929919,-0.46880072,-0.9397905
0.2933121,-0.44121182,-0.010006782
7.975691,-2.2223804,-6.6917405
-3.5614028,-2.9126904,6.1181746
-16.79007,-13.842212,29.004963
-4.232976,-3.4425497,7.248809
-21.835487,-18.024761,37.740856
-18.005177,-14.830874,31.147299
-5.862953,-4.8063145,10.11515
-10.545942,-8.694925,18.241507
-7.845621,-6.450291,13.60321
3.8315103,-1.1090419,-3.2205136
1.6427895,-0.51532036,-1.3733443
-1.8136984,-1.4284455,3.0075197
-3.881859,-3.1583464,6.611331
-2.9821954,-2.4109397,5.0590324
0.4430725,-0.3817359,-0.19445558
-10.606258,-8.692588,18.217285
10.9650545,-3.0353832,-9.198622
-19.573202,-16.164595,33.84013
3.2994626,-0.95909524,-2.7525902
-16.945747,-13.959538,29.278662
6.197895,-1.7501358,-5.2103286
-15.771928,-13.006008,27.224125
1.2400419,-0.45686436,-0.996274
-12.338264,-10.120014,21.208351
-1.8273522,-1.4207021,3.0129611
-3.7446468,-3.0551589,6.4116564
3.146701,-0.9251175,-2.6568768
-2.9880705,-2.4034407,5.0696406
4.944958,-1.4130266,-4.1580663
-11.871317,-9.75235,20.434782
-18.310204,-15.097312,31.638897
-1.9505029,-1.5383918,3.2416701
7.7046328,-2.178983,-6.480664
-21.981302,-18.168335,38.036427
6.543609,-1.8348567,-5.5068
-21.040558,-17.368607,36.38634
1.6422266,-1.0232798,-0.9260453
-3.5388901,-2.8741496,6.0331473
12.941113,-3.5667033,-10.846952
-4.544105,-3.7145598,7.779473
1.8117639,-0.5627907,-1.5143548
-1.600056,-1.2276073,2.6209476
0.8430205,-0.59497577,-0.4055391
-8.882299,-7.205,15.065458
-12.332019,-10.127402,21.248154
1.0294632,-0.42750672,-0.7957604
6.4042287,-1.7947143,-5.365338
1.9824237,-0.6036802,-1.6599201
-9.967817,-8.169557,17.084888
2.604957,-0.7770498,-2.1969278
-5.947812,-4.8805437,10.261909
3.9685497,-1.1419861,-3.333363
-16.132832,-13.264529,27.83247
10.437732,-2.8937237,-8.758542
-10.28536,-8.4478445,17.674936
6.792721,-1.9115852,-5.709415
-14.657615,-12.063241,25.296757
7.6228456,-2.136947,-6.391076
9.114464,-2.536231,-7.6511126
-10.024876,-8.220395,17.231398
-11.679012,-9.57791,20.090559
-9.729798,-7.9750357,16.71347
5.056856,-1.4386549,-4.2532773
-4.3024063,-3.520271,7.3759313
-9.129843,-7.466253,15.652657
-9.6119995,-7.9013433,16.640118
-4.6007676,-3.7526305,7.8260493
13.216545,-3.6428044,-11.083855
-20.189882,-16.666742,34.91377
0.43680882,-0.43507352,-0.1591626
-4.258244,-3.471018,7.318861
-10.246586,-8.412982,17.66557
-10.529342,-8.685764,18.205254
-2.9077775,-2.354225,4.9466224
-9.611389,-7.8972282,16.52673
-11.368874,-9.343368,19.59819
-13.985469,-11.481369,24.095974
4.8036313,-1.3773258,-4.0298314
-15.284242,-12.592099,26.39135
1.7963436,-0.55222374,-1.5073352
-3.5135486,-2.8664498,6.0184493
-11.991468,-9.844845,20.645555
2.1522393,-0.6544176,-1.8120593
-7.500544,-6.165887,12.945196
-9.487454,-7.8296556,16.423374
-12.925858,-10.624605,22.282158
0.44389933,-0.47101635,-0.09994803
-6.211649,-5.0653768,10.610733
2.3914435,-0.70818084,-1.9848241
-18.83333,-15.540118,32.546368
3.5158253,-1.0208744,-2.9670098
-8.572296,-7.024315,14.7113905
3.3604453,-0.98361754,-2.8353596
3.0427113,-0.89755046,-2.568005
-3.9337413,-3.1188142,6.5498557
-10.584274,-8.724432,18.309374
16.903849,-4.629429,-14.165467
-2.9025588,-2.2656326,4.7574563
-10.08631,-8.242974,17.301147
0.6132495,-0.41906354,-0.34276655
8.551395,-2.3817406,-7.176347
8.069601,-2.248537,-6.769186
-0.37042218,-0.52961165,0.732775
-4.1698813,-3.4121282,7.1886487
-0.16575725,-0.56078863,0.53510696
-10.509766,-8.609238,18.039246
-9.248455,-7.563485,15.844802
-18.32239,-15.123496,31.67789
-6.9115057,-5.59473,11.707746
4.549096,-1.304342,-3.829883
3.2736244,-0.9572315,-2.759436
2.1322963,-0.6470847,-1.7918614
2.1810126,-0.6598485,-1.8320535
-13.458495,-11.082233,23.223217
-12.28565,-10.128795,21.242626
-20.731447,-17.097713,35.84073
-5.005185,-4.0982447,8.594533
0.93899614,-0.40653247,-0.7233362
-17.049654,-14.045195,29.439228
-10.197165,-8.400608,17.577913
12.091358,-3.3314567,-10.134527
-8.127765,-6.689408,14.038771
-8.778901,-7.1512957,14.969843
-3.282271,-2.6541994,5.615468
2.0984664,-0.63881934,-1.7648119
-2.2330298,-1.7740226,3.7363877
-10.514065,-8.613597,18.060038
-18.827896,-15.5469,32.548294
-18.11004,-14.942683,31.298254
12.722231,-3.5034306,-10.667041
18.246496,-4.993847,-15.2938595
-10.524423,-8.644265,18.110403
-18.51268,-15.2812,31.988625
2.0642242,-0.6287636,-1.7331451
10.480379,-2.8972085,-8.806177
-3.3130972,-2.7297127,5.724631
-16.00291,-13.202687,27.642569
-11.746613,-9.696149,20.322933
1.7765421,-0.54733574,-1.4818791
2.1848006,-0.6945148,-1.789128
1.6413119,-0.51852703,-1.3564872
10.905469,-3.0073218,-9.136445
-8.226541,-6.727965,14.140162
-10.435743,-8.563194,17.938725
-11.751121,-9.645583,20.222223
1.9765254,-0.6015945,-1.6165468
-9.948173,-8.155026,17.061893
1.8186854,-0.558434,-1.5181562
-1.1240653,-0.87824434,1.868227
-0.7984396,-0.71534026,1.3733351
-4.8893137,-4.0040317,8.381609
-10.338856,-8.471419,17.770594
-0.9093297,-0.81130314,1.5431427
-12.021532,-9.865623,20.692875
-2.2418501,-2.0219932,3.82181
-4.861,-3.975838,8.366608
-18.12406,-14.966128,31.33634
-6.492387,-5.2279196,10.924417
3.983571,-1.1515989,-3.3497987
-12.292603,-10.097749,21.179613
-15.026472,-12.370808,25.938885
7.5539174,-2.11057,-6.3432813
