l_tor,no_tor,r_tor
2.089499,-0.6335222,-1.7540781
1.6757523,-0.5227461,-1.3907208
1.193586,-0.4599415,-0.9451102
1.8406793,-0.56825703,-1.5374981
1.4905418,-0.4867378,-1.2270755
1.5083803,-0.49545076,-1.2408953
1.465099,-0.48919526,-1.1988298
1.9204968,-0.5860506,-1.6072586
1.2916247,-0.46658045,-1.0399374
0.72269046,-0.41218448,-0.46004668
1.643719,-0.5155426,-1.3633069
1.6244184,-0.51055574,-1.3471035
1.1169738,-0.45093587,-0.8702511
1.4328849,-0.4873164,-1.1644787
1.6905925,-0.52636206,-1.406519
2.1325116,-0.64491427,-1.7913027
1.5354788,-0.4994031,-1.2623996
1.2542542,-0.46764714,-1.0010083
1.1526536,-0.45574126,-0.9045234
1.5832374,-0.50519633,-1.3049113
0.9453494,-0.42306882,-0.70068574
1.9018662,-0.582748,-1.5902791
1.6195656,-0.51253664,-1.3413149
1.9254922,-0.5882418,-1.6117406
0.6828728,-0.41375113,-0.4172257
1.9454364,-0.59461987,-1.6289684
1.0743562,-0.44972014,-0.8275671
1.2587076,-0.45907947,-1.0050827
1.1416715,-0.44416112,-0.90046656
2.0358891,-0.62142724,-1.70704
1.261536,-0.46753946,-1.0043908
0.98490244,-0.43467772,-0.7346239
1.700191,-0.52800035,-1.4146062
1.4807602,-0.48654112,-1.2184932
1.8146981,-0.55769014,-1.5139604
1.0852641,-0.43948257,-0.8443177
1.600298,-0.5045342,-1.3245949
1.9995219,-0.6079779,-1.6756883
1.5164553,-0.48987946,-1.2508769
1.7154714,-0.5358091,-1.4269929
1.9973856,-0.60759544,-1.6742102
1.4314276,-0.4849551,-1.1622782
0.8997784,-0.42114758,-0.6476064
0.9673341,-0.43039352,-0.7173592
1.689218,-0.52928764,-1.4023713
2.0237904,-0.61528045,-1.6961833
1.6690408,-0.52153385,-1.3840889
1.4081026,-0.4864708,-1.1419164
2.0293522,-0.62011355,-1.7016844
1.7069676,-0.529636,-1.4208937
2.2125285,-0.66785926,-1.860411
1.2045282,-0.4580953,-0.9571705
