l_tor,no_tor,r_tor
1.6482418,-0.5209766,-1.3661473
2.0627031,-0.6254738,-1.7308692
2.1434774,-0.64887637,-1.8005896
1.6082367,-0.50594556,-1.3324174
1.2526656,-0.45559907,-1.002278
1.56937,-0.50663865,-1.2940277
1.3442708,-0.4759103,-1.0805207
1.0763265,-0.44910946,-0.83074385
1.2485257,-0.46731082,-0.9954984
1.7800223,-0.5511781,-1.4848243
1.6864687,-0.52892613,-1.4022287
1.2081219,-0.46146464,-0.9575751
1.6594695,-0.5188549,-1.3766843
2.0669107,-0.6265884,-1.7341894
0.9245937,-0.42949137,-0.6705819
1.9545604,-0.5951448,-1.6369979
1.6181582,-0.5154668,-1.338575
1.0668077,-0.43837553,-0.8243519
1.463009,-0.49279946,-1.1967678
1.4685479,-0.48963112,-1.1969649
1.9421421,-0.5919456,-1.6261754
1.7127091,-0.53133225,-1.4248298
1.372595,-0.47616535,-1.1084923
1.4857692,-0.486042,-1.2168024
1.3470412,-0.47876695,-1.0879494
1.7070667,-0.53039724,-1.4183484
1.8706843,-0.5736342,-1.5640447
1.4305035,-0.48070347,-1.1623088
1.8988508,-0.5822116,-1.588472
1.5240204,-0.49014634,-1.2552472
1.6427661,-0.52023804,-1.3613242
1.3552564,-0.47188273,-1.0926574
1.2161604,-0.46154982,-0.9671036
1.9046336,-0.58322924,-1.5927438
2.0055025,-0.60949534,-1.6812354
1.3673445,-0.47837177,-1.1099185
1.0755593,-0.43840975,-0.8346739
1.1931566,-0.46379292,-0.93979543
0.7608344,-0.41770148,-0.4989743
0.69875497,-0.4122225,-0.4324133
1.6848946,-0.5244532,-1.4006879
0.92947775,-0.43082917,-0.67589355
1.6153384,-0.50700533,-1.3387804
1.9289162,-0.58835727,-1.6147064
1.6706511,-0.52145094,-1.3860891
0.91601604,-0.429417,-0.66326284
1.9509946,-0.5977858,-1.6336391
1.6822407,-0.5285703,-1.3973527
1.6585317,-0.5232769,-1.3758873
1.4022044,-0.48647007,-1.1348699
1.6433802,-0.5146261,-1.3636678
1.9089129,-0.5873598,-1.5969957
1.75448,-0.54201555,-1.4607611
1.5784495,-0.5008831,-1.302437
0.9603923,-0.4360851,-0.7099923
2.0766861,-0.629785,-1.7422196
1.8463193,-0.5659484,-1.5421315
1.1502115,-0.44611552,-0.90668076
1.8725718,-0.577491,-1.5654246
1.583196,-0.50087094,-1.310057
1.478279,-0.489901,-1.2145847
1.5582155,-0.5045978,-1.2828918
1.9662706,-0.59860986,-1.6469568
1.0531584,-0.44563246,-0.8051913
1.7497658,-0.54156315,-1.4581434
1.588251,-0.5102014,-1.3111199
0.79023,-0.41430107,-0.5313098
0.83562714,-0.4191967,-0.5801139
1.748665,-0.54157656,-1.4581112
1.279821,-0.45908517,-1.0265821
1.7552141,-0.5462546,-1.4629489
1.6789393,-0.5234961,-1.3932825
2.157322,-0.6532566,-1.8125832
0.85189027,-0.41648567,-0.5977316
1.59861,-0.5043122,-1.323804
0.9977706,-0.44079044,-0.7501768
1.6022414,-0.51189065,-1.3252916
2.1340606,-0.6473507,-1.792398
1.5721444,-0.49878004,-1.2999173
0.86508113,-0.41840255,-0.6126488
1.8303798,-0.5627534,-1.5290109
2.1302016,-0.64394844,-1.7892148
1.2650174,-0.4644882,-1.0078695
1.7862989,-0.55034596,-1.4900719
0.94594353,-0.42577082,-0.69618595
0.85028076,-0.42008507,-0.5935272
1.5993878,-0.50477827,-1.3244988
1.7643694,-0.54507035,-1.4708823
1.689905,-0.5248599,-1.4049227
1.2179606,-0.45797938,-0.9648448
