l_tor,no_tor,r_tor
1.523858,-0.49269137,-1.2498008
2.4496062,-0.7332508,-2.0634646
0.8137588,-0.42346442,-0.5641223
0.9187136,-0.43170127,-0.67233276
2.1042957,-0.6380317,-1.7678622
1.7264012,-0.5347835,-1.4386685
1.9784061,-0.6074689,-1.6583585
0.88756126,-0.42622137,-0.64202964
1.9271139,-0.58890915,-1.6136507
1.6420989,-0.51347923,-1.3636305
1.9881748,-0.60493916,-1.6659058
1.786802,-0.5525564,-1.4918349
1.2974707,-0.4609329,-1.0457823
0.42998365,-0.42680815,-0.15535627
1.8382307,-0.5687562,-1.5364703
2.0715954,-0.6326423,-1.7389463
1.3908787,-0.47333434,-1.131738
2.4508667,-0.73300207,-2.0666862
1.202904,-0.45649242,-0.9553797
0.9750441,-0.4284465,-0.73792833
0.5138703,-0.42136854,-0.2434016
2.272131,-0.68547726,-1.9110148
1.5499977,-0.50121963,-1.2773362
1.8135065,-0.56117797,-1.5148907
1.8131403,-0.55945617,-1.5131723
0.9777984,-0.43015835,-0.741055
