l_tor,no_tor,r_tor
-4.733069,-3.899039,8.20133
4.124534,-1.1904856,-3.471624
-12.856882,-10.623776,22.292295
6.2575164,-1.767085,-5.260377
-5.230223,-4.279505,8.976811
1.6782352,-0.52481085,-1.39107
10.215782,-2.833944,-8.572716
17.115309,-4.6836863,-14.31566
17.736021,-4.858798,-14.859649
4.8728437,-1.3939196,-4.098038
-9.771676,-8.060109,16.921803
-7.949317,-6.5360336,13.778824
7.4967813,-2.087805,-6.276089
7.5740166,-2.1142066,-6.355247
5.1641245,-1.4625953,-4.3177915
3.5806391,-1.0407336,-2.9923372
8.484491,-2.3793938,-7.115112
-9.001494,-7.426108,15.570887
-3.7120237,-3.0300975,6.3858314
