x,vel,angle,angle_vel
-0.9593122,-0.13587406,0.003048277,-0.36752912
0.044496108,0.1835743,-0.05192084,-0.31750008
-0.63055384,-0.52575135,-0.009963429,0.20977136
-1.1584579,-0.13466391,-0.0012737167,-0.3942181
-1.2876048,-0.5781862,-0.0038262564,0.19356278
-0.44154933,-0.37476605,0.026255364,-0.035240456
-0.8272783,-0.52128804,-0.018872943,0.1337434
-0.91609776,-0.18819651,0.0021197875,-0.13924655
0.013125793,-0.17255256,-0.046901118,-0.16820021
-0.23174804,-0.38711658,-0.013710516,-0.009729452
-0.13694577,-0.5542649,-0.012512333,0.22916347
-0.60079247,-0.3352427,-0.0009227309,0.041261163
-0.28855476,-0.5265034,0.011106565,0.22635482
-0.8475133,-0.18824354,0.00035791885,-0.13820837
-0.99140644,-0.38512677,0.008340147,-0.053624947
-0.71595544,-0.17383027,-0.0056558335,-0.13983811
-0.83764595,-0.1371002,0.00054187386,-0.34047493
0.046618897,0.19068383,-0.013155908,-0.15763268
-0.3929064,-0.16804437,0.038414113,-0.26770097
-0.7845936,-0.52602464,0.010466573,0.21579225
-0.85641366,-0.52695453,-0.015103099,0.2363346
-0.9025721,-0.58055776,-0.011262238,0.24589944
-1.002927,-0.13572933,-0.00023834889,-0.37071568
-0.9996329,-0.18685688,-0.009575739,-0.16880311
0.047408678,-0.00719037,-0.0638694,-0.120791584
-0.09472047,-0.20172156,-0.049497828,-0.087946735
-0.39626727,-0.3636929,0.033060096,0.0368463
-1.2324767,-0.5144692,-0.01243939,-0.016707001
-0.54468894,-0.52821285,-0.027656073,0.26417884
-0.5695267,-0.13916227,0.018006358,-0.2726235
0.062080078,-0.16163193,-0.049644057,0.20095515
0.079103075,-0.18199527,-0.06710807,0.040367853
-1.2736107,-0.5135573,-0.014293441,-0.036824882
-1.2019057,-0.52426934,-0.008241954,0.17707124
-0.4059232,-0.33665496,0.0119672725,0.0499992
-0.52332586,-0.195393,-0.009430763,-0.2274495
-0.06545655,-0.5290975,-0.031566724,0.28374135
0.05953071,-0.16027586,-0.047764264,0.17098093
-0.86389303,-0.58142203,-0.020094601,0.26501042
-1.0374299,-0.38072434,-0.017195046,0.09622547
-0.5790985,-0.52691424,-0.019174347,0.23546378
-0.23949039,-0.58203924,-0.013905104,0.2785963
-0.62650657,-0.13983782,-0.008620914,-0.2576664
-0.081718,-0.33410713,-0.059220165,0.016235102
-0.65062684,-0.1754702,-0.011512215,-0.103665724
-0.9454079,-0.5168605,-0.033748124,0.036065973
-0.12975964,-0.359307,-0.0113137625,-0.05992853
-1.6261611,-0.7055793,-0.005991052,0.18748124
-0.117126696,-0.5270647,-0.017612245,0.23877554
-0.56052995,-0.37079278,-0.007322391,0.19345549
-0.4788821,-0.17386234,0.021302009,-0.1391647
-0.83828884,-0.36595738,-0.017839726,0.08679395
-0.40354115,-0.16906026,0.033797022,-0.24522525
-0.47303283,-0.3371094,-0.011407628,0.060024947
-0.60070634,-0.17533061,0.0015977236,-0.10673957
-0.7364492,-0.58051777,0.005621493,0.24499498
-0.49890468,-0.14100298,-0.017867915,-0.25440848
-0.50844204,-0.14042181,-0.022304375,-0.267251
-0.31231403,-0.35972616,0.01900094,-0.050687727
-1.4640919,-0.38152358,-0.0012093273,-0.13310853
-0.43466023,-0.33741462,0.0014139117,0.06675386
-0.7444895,-0.18916883,-0.0055311094,-0.11779771
-0.7480595,-0.38547656,0.010521393,-0.045909494
-0.015511458,0.0431518,-0.07571719,-0.28349346
-0.67530257,-0.3301762,-0.0011687891,-0.09292304
0.015680296,-0.14698528,-0.051083963,-0.12256914
-0.83100194,-0.3322005,0.0015072323,-0.048267923
0.04583227,-0.17680646,-0.050766483,-0.07428034
-0.7736026,-0.36785603,-0.009525774,0.12867019
-0.46465498,-0.19579779,0.0050229994,-0.21851946
-0.011263171,0.0017275215,0.049092922,-0.0009494628
-1.0529288,-0.57962334,-0.01292214,0.22528857
-1.3490124,-0.3824117,-0.0065748743,-0.11351889
-1.1223141,-0.383778,-0.00015180503,-0.08337668
-0.43885612,-0.52216345,0.023632877,0.15306531
0.004259236,0.3870958,0.033532932,-0.47911742
-0.39637363,-0.3361823,0.016135274,0.039574362
-0.479775,-0.14182575,-0.010207129,-0.23623522
-0.026129058,0.22482021,-0.042204753,-0.27885848
-1.494607,-0.38105875,-0.012008527,-0.1433707
-0.54674244,-0.19462955,-0.016354775,-0.24430922
-0.7141683,-0.18933134,0.012122251,-0.1142214
-0.4030973,-0.1412954,0.01692676,-0.24797437
-0.62253964,-0.17540662,0.0048094247,-0.10506423
-0.9798025,-0.5801974,0.0035816259,0.23792608
0.023557251,0.19088338,0.011207655,-0.16203763
0.03804513,-0.014759461,-0.04215468,0.04645964
-0.31625333,-0.33197087,0.019072982,-0.05334326
-0.8103148,-0.5217803,-0.018686721,0.14460406
-0.083643794,-0.3767605,-0.034753256,0.008774178
0.05385584,0.036799777,-0.044232428,-0.16516364
-0.19696616,-0.37288362,-0.008872196,-0.07675606
-0.16628988,-0.35872048,-0.0048232437,-0.07286416
-0.027528098,-0.34243482,-0.078032665,0.20055717
-0.08840014,-0.528332,-0.05889546,0.28966114
-0.11012175,-0.57046753,-0.029033761,0.2703759
-0.6737779,-0.5270387,-0.03548729,0.26076588
-0.92188877,-0.5803072,-0.007350539,0.24036005
-0.5534075,-0.3333557,0.023436569,-0.0003651117
-0.45292497,-0.19563304,0.00800545,-0.22215994
-0.06369553,-0.55654216,-0.029684665,0.2795228
-1.019008,-0.5145647,-0.014731086,-0.014600805
-0.77797896,-0.33073163,0.01208012,-0.08067737
-0.8597304,-0.36491302,-0.023269832,0.06375838
0.040920574,0.029337423,-0.020210207,-0.0003964077
-0.9012696,-0.33108556,-0.0039424626,-0.07286321
-0.0066734524,-0.3383652,-0.05492259,0.08785912
-0.22000541,-0.525796,0.000102854625,0.21074083
-0.3012212,-0.55464166,0.014251621,0.23746596
-0.5979912,-0.14006199,0.0041317116,-0.2527221
-0.2990848,-0.33154193,0.015633661,-0.06280408
-0.9334949,-0.38508102,-0.0025433376,-0.05463235
-0.6150337,-0.38254896,0.0062139677,0.13646245
-0.7809597,-0.17259891,-0.0069523705,-0.16700272
-0.5628461,-0.33402568,0.017718019,0.014416946
-1.2299008,-0.5786925,-0.010130586,0.204744
-0.8175811,-0.19199933,0.0052524554,-0.302317
-0.93896466,-0.32216144,-0.028800216,-0.2473954
-0.39355838,-0.14076245,0.02133046,-0.25975943
-1.3468906,-0.5126507,-0.0023477895,-0.056821182
-0.8060052,-0.1917565,0.011633758,-0.30769712
-1.1722714,-0.38390923,-0.004269782,-0.08048254
-0.8627099,-0.38334605,-0.0020915724,0.15404548
0.06794129,-0.18009311,-0.060077805,-0.0016878803
0.03117256,-0.38973096,-0.071316585,0.29571456
-0.5962673,-0.52643526,-0.015729174,0.2248791
-0.50063074,-0.17501497,0.022646198,-0.11373384
0.06190158,0.1918763,-0.02638357,-0.18398352
-0.6239388,-0.33075023,-0.008358171,-0.08026286
-0.37456295,-0.13926831,0.0319574,-0.29282522
-0.40382203,-0.37362865,0.018663809,-0.060329676
-0.59990036,-0.18705356,0.010059392,-0.16447015
-1.3571436,-0.70773894,-0.0034842133,0.23512007
-0.931293,-0.38337377,-0.000358822,0.15465614
-0.011294252,-0.1883772,-0.056119073,-0.1354721
-0.5823787,-0.37053695,-0.003769479,0.18780692
0.08113919,0.0009294241,-0.042912956,0.016669711
-0.011319595,0.033235267,-0.06130067,-0.06409829
-0.73323065,-0.52537256,0.0032958812,0.2013994
-0.016504185,0.03168871,-0.05392047,-0.029906908
-0.3363115,-0.5818757,0.010895083,0.27495885
-0.32857963,-0.38659325,0.011320568,-0.02127425
-1.4288942,-0.51225156,-0.0118918335,-0.06562992
-0.33600417,-0.5676393,0.005897727,0.20784916
-1.1492425,-0.57890564,0.0006858698,0.20943049
-0.19171098,-0.5536562,-0.0034419508,0.21571392
-0.2898607,-0.38637784,0.0016105734,-0.026025042
0.041507322,0.2247433,-0.020218134,-0.29938677
-0.871551,-0.32485506,-0.018338582,-0.1879131
-1.2607125,-0.38322863,-0.0038649484,-0.09549615
-0.33061087,-0.36025482,0.022945767,-0.039026458
0.047952168,0.18513586,-0.059103493,-0.35211632
-1.2094046,-0.3195224,7.54578e-05,-0.30552495
-0.7519584,-0.36827895,-0.008567241,0.1379994
-0.96865046,-0.5260992,-0.0057800375,0.21743584
-1.0465097,-0.5255271,-0.004228279,0.20481274
-0.25113118,-0.38672173,-0.008333178,-0.018439636
-0.58852327,-0.1867897,0.010948785,-0.17029318
-1.1347668,-0.3298341,-0.0010663191,-0.100470304
-0.20995381,-0.5536197,-0.0006887279,0.21490525
-0.062606156,-0.4008608,-0.06348265,0.29411855
-0.11615009,-0.33089992,-0.048432894,-0.05460566
-0.5318444,-0.18483517,0.019957993,-0.21344928
-0.14790952,-0.569101,-0.020104732,0.24015333
-0.8755215,-0.3860191,-0.014794393,-0.033942178
-0.38684678,-0.33557996,0.020804713,0.026287459
-0.9389605,-0.18824668,0.002734301,-0.13813996
-0.8948604,-0.38558638,-0.010392508,-0.043486524
-0.28193066,-0.33120432,0.012511547,-0.07024915
-0.51819575,0.018623594,0.012672681,-0.3737119
-0.83770406,-0.3259009,-0.016198074,-0.16483341
-0.68356705,-0.38382065,0.0068479804,0.16451639
-0.6901171,-0.3852805,-0.0010438979,-0.050232176
-0.54126304,-0.13688767,0.03632215,-0.32299694
-1.3068287,-0.18788841,-0.0019614953,-0.39299345
-0.35614792,-0.5564032,0.02688531,0.27639148
-1.067954,-0.51385915,-0.004721482,-0.030163124
-0.58978945,-0.17536128,-1.33408375e-05,-0.10606275
-0.48235935,-0.3692828,0.018518716,0.16016182
-0.04925685,-0.015717966,-0.054118983,-0.17962927
-0.816777,-0.3667486,-0.013960488,0.10424496
-0.7266271,-0.3301771,0.005153984,-0.09290514
-0.66479516,-0.5253721,-0.005196682,0.20139466
-0.026449628,-0.38101608,-0.059481792,0.10283256
-1.3105865,-0.3829825,-0.009821364,-0.100929596
-0.5600746,-0.13857757,0.023429267,-0.28556237
-0.82841057,-0.38344944,-0.003128585,0.15632649
0.047581166,-0.15349324,-0.055975772,0.021180756
-1.0147375,-0.38150498,-0.014052872,0.113443814
-0.0132729495,0.041052047,-0.071622886,-0.23698705
-0.8445887,-0.38696897,-0.013210664,-0.01298607
0.078859456,0.012181023,-0.062468577,-0.23197465
-0.04410809,-0.1441489,-0.07328009,-0.16299805
-1.083794,-0.3840581,-0.005473748,-0.077198826
-0.21578138,-0.3726081,-0.0061450275,-0.08283311
-0.8407497,-0.19194953,-0.007142506,-0.30340788
0.015831491,0.38628805,0.02042944,-0.46108928
-0.041352518,-0.023214916,-0.04302419,-0.014014894
-0.626435,-0.3827654,0.0058581443,0.14123723
-1.4830791,-0.5763935,-0.015089208,0.15403408
-0.5041311,-0.37045398,0.02037152,0.1860069
-0.19626239,-0.33069617,-0.0008374988,-0.08145317
-0.69422174,-0.17426978,-0.0066701868,-0.13014288
-0.091179006,-0.57136726,-0.034577772,0.29029265
0.04726487,-0.20134187,-0.06628523,0.15107702
-1.0260913,-0.3811359,-0.015456783,0.10530298
-0.5723099,-0.33453646,0.012553888,0.02568387
-0.54685265,-0.3807095,0.013353643,0.09588993
-0.35568723,-0.58226407,0.0161089,0.28354216
-0.31950855,-0.55511534,0.017987186,0.24792908
-1.1518624,-0.32977495,0.0007617951,-0.10177559
-0.52415794,-0.17667569,-0.012552311,-0.07707224
-0.87804806,-0.5197099,-0.022096844,0.09892878
-0.39449602,-0.19328162,0.027802482,-0.27414945
-0.0646361,-0.37794286,-0.041733105,0.034881637
-1.5916218,-0.5107062,-0.0057403394,-0.099718496
-1.3950381,-0.5770673,-0.0066679236,0.16888331
0.046600495,0.22540307,-0.026468834,-0.31398284
-0.6293033,-0.33483565,-0.013774242,0.03228493
-0.27140647,-0.52620935,0.008114283,0.21986319
-0.23373042,-0.7140328,-0.021932708,0.3740836
-0.5004043,-0.32965675,0.030863225,-0.08200344
-0.2588656,-0.58172315,-0.008701971,0.27160248
-0.74373806,-0.3302979,0.007323869,-0.09024201
0.036435563,0.22425051,-0.014440401,-0.2884902
-1.1799495,-0.5789697,-0.005879433,0.21085021
-0.649263,-0.38317722,0.005706119,0.15032153
-0.29403517,-0.3593016,0.0154526625,-0.060052052
-0.36788467,-0.33391452,0.032166645,-0.010462276
-0.0455747,-0.3793488,-0.0499017,0.06594973
-0.479381,-0.3763828,0.03615165,0.0004374876
-0.5069974,-0.5252072,0.029223157,0.22025491
0.07723244,-0.00015704289,-0.038447812,0.040652066
-1.1649497,-0.3716176,-0.043736327,-0.104778245
-0.21339244,-0.33064896,0.001752746,-0.082494564
-0.384987,-0.3732055,0.015499643,-0.069662146
-0.6127647,-0.38664666,-0.018580334,-0.020098414
0.042320948,-0.34609395,-0.061603982,0.25875455
0.07546317,-0.37609392,-0.06630071,0.3111455
-0.30571565,-0.5268845,0.014377579,0.23477007
-0.4498736,-0.36755207,0.019530995,0.12197922
-0.6011226,-0.58210504,-0.024182582,0.28011248
-0.57145715,-0.37063915,-0.0054838476,0.1900631
-0.05377172,-0.014125807,-0.05580153,-0.21481602
-0.5896368,-0.33152363,-0.014465071,-0.06320512
0.045359,-0.15190266,-0.06132465,-0.013966729
-0.40692234,-0.36464822,0.028892517,0.05792358
-0.870418,-0.36426622,-0.026718155,0.049490254
-0.64826083,-0.33393115,-0.023439487,0.012332203
0.00019272516,-0.19004932,-0.05765645,-0.0985404
0.050432574,0.38599163,-0.016308563,-0.45443678
-0.6977071,-0.36929557,-0.009273044,0.16042824
-0.14220989,-0.586295,-0.048864692,0.3729594
0.07334306,0.19446889,-0.033623043,-0.2412385
-0.41549042,-0.3370114,0.008189576,0.057860747
-0.7085739,-0.36907664,-0.008767792,0.15559791
-0.1738989,-0.5214297,-0.044776525,0.1369871
-1.2260879,-0.31943747,-0.006291406,-0.30739915
-0.044294126,-0.024278153,-0.037318163,0.009459202
-0.48690867,-0.18179747,0.036160402,-0.28062353
-1.2491494,-0.5141088,-0.019039301,-0.024661256
-0.7027007,-0.18905102,0.011015657,-0.12040407
-1.2980512,-0.5131381,-0.010003653,-0.04607125
-1.5366095,-0.3161816,-0.0024881777,-0.37922117
-0.47639078,-0.1958786,0.0021674843,-0.21673326
-0.7064817,-0.38432905,0.008607576,0.17573373
-0.49986637,-0.19579855,-0.003454207,-0.21849717
-0.2533841,-0.37227973,-0.0013021315,-0.09007559
-0.6569265,-0.18813744,0.00871255,-0.14055578
-0.96997476,-0.5159063,-0.026668547,0.01500017
-1.0924095,-0.51371557,-0.00010421625,-0.033331256
-0.82142115,-0.38719574,-0.0007938843,-0.007982183
-0.34735695,-0.37260216,0.01005471,-0.08296751
-0.03836688,-0.021982528,-0.04970361,-0.041238043
-0.072194956,-0.57244223,-0.04103547,0.31411076
-0.5884906,-0.13989367,0.008482606,-0.25644556
-0.82075036,-0.32639578,-0.01579464,-0.15391512
-0.16860715,-0.5260525,-0.00784758,0.21640988
-0.118576474,-0.19889536,-0.0467231,-0.1503422
0.035857122,0.028922027,-0.014615763,0.008768087
-0.0987549,-0.39610034,-0.051256765,0.18871793
-0.40613744,-0.19399413,0.022862915,-0.258387
-0.6260478,-0.37059715,0.00270814,0.18913217
-1.00337,-0.38184047,-0.012951801,0.120843634
-1.3878989,-0.51258546,-0.006974172,-0.05826106
-0.34892994,-0.36089954,0.027381375,-0.024803288
-0.7557691,-0.5807478,0.009603203,0.25007436
-0.5700856,-0.19344112,-0.024899332,-0.2705695
-0.56580484,-0.18616207,0.013518655,-0.18414722
-0.46067896,-0.36814475,0.01868101,0.13505383
-0.0999308,-0.52760965,-0.021656485,0.25082317
-0.67594475,-0.36979592,-0.010920302,0.1714704
-0.43232268,-0.326671,0.026590604,-0.14788641
-0.6514704,-0.3857102,-0.009159871,-0.040753994
-0.8133415,-0.17177491,-0.010256792,-0.18518478
-0.49323362,-0.3698571,0.019189514,0.17283416
-1.0636271,-0.525465,-0.0019160443,0.20344028
-0.1856023,-0.5681928,-0.013273882,0.22008426
-0.8907431,-0.5263265,-0.00839156,0.22245489
-0.15690681,-0.5226718,-0.04522141,0.16442174
-0.76278466,-0.36807367,-0.008954734,0.13347124
-0.5272337,-0.3903789,-0.0139797535,0.062243763
-0.35731176,-0.52864563,0.026692973,0.27368355
-0.55063504,-0.38951412,-0.021240959,0.043170463
-0.25426754,-0.525996,0.0053280443,0.2151547
0.08509057,0.0021499635,-0.048364323,-0.010282403
-1.16577,-0.5140669,0.013621216,-0.025583467
0.041097376,0.18218663,-0.046006277,-0.28677672
-0.09896678,-0.33242184,-0.05310224,-0.020999856
-1.1611512,-0.32976776,-0.009158079,-0.101937
-0.87358516,-0.5265918,-0.011597882,0.22831735
-1.0570203,-0.33034495,-0.0001320243,-0.089200996
-0.022714842,-0.18673927,-0.056048684,-0.17165536
-0.04477969,0.17135857,-0.03712898,-0.29476056
-0.27217737,-0.3722168,0.0009402813,-0.09146413
0.02737492,0.38584313,0.007966902,-0.45116386
-0.61700404,-0.14003292,-0.0043129744,-0.25335822
-0.36616635,-0.3728659,0.0126527725,-0.07715221
-0.18453975,-0.35856178,-0.0019146645,-0.076364316
-0.6819061,-0.52528137,-0.0030272498,0.1993909
-0.719432,-0.36887076,-0.008452596,0.15105514
-0.62049764,-0.58149725,-0.018982302,0.26666477
-1.0807428,-0.13522467,0.0003558321,-0.3818494
-0.17344645,-0.38935,-0.033207636,0.039561875
-1.2107815,-0.38369277,0.00083346857,-0.085257
-0.88324183,-0.5809258,-0.015473237,0.2540365
-0.01065489,0.2291801,-0.062582634,-0.3754746
-0.63879037,-0.33445102,-0.01842278,0.023801424
-1.1005617,-0.33011812,-0.0050357915,-0.09420526
-0.96202964,-0.3310392,-0.0043023056,-0.0738866
-0.09316212,-0.36031434,-0.01928943,-0.03770971
-0.7788714,-0.18868062,-0.002671338,-0.12856625
0.0772293,0.19549455,-0.03763477,-0.2639093
-1.0741365,-0.3303157,0.0021527612,-0.089846455
-1.1824343,-0.5144491,0.00683079,-0.017149556
-1.3182461,-0.5779623,-0.011839956,0.18863861
-0.1619867,-0.33102232,-0.0063624014,-0.074258916
-1.195321,-0.3292334,-0.005967494,-0.11372302
-0.84422207,-0.5207873,-0.019494744,0.122695774
-0.24801108,-0.5186063,-0.014451036,0.074566625
-0.44904464,-0.5702545,0.025550554,0.26560932
-0.012451909,-0.15297745,-0.076362625,0.032271877
-0.9275287,-0.18821728,0.0024169441,-0.13878831
-0.72874314,-0.38530156,0.006616858,-0.049768247
-0.52743775,-0.52906793,-0.032922514,0.28310207
-0.83300626,-0.38717076,-0.0069718375,-0.008533434
-0.37362367,-0.5681669,0.011109728,0.2194957
-0.8741407,-0.38333032,-0.0017965938,0.15369833
-0.011228621,0.19611229,0.04907393,-0.27774778
-1.0901595,-0.18291974,-0.027506929,-0.25573188
-0.015061797,-0.38265228,-0.058828514,0.13899143
0.06433943,-0.3743043,-0.06011156,0.2714511
-0.472867,-0.52361614,0.02510939,0.1851248
-0.45100424,-0.14232695,-0.0003993407,-0.22517174
-0.5276915,-0.37161547,-0.014093756,0.2116241
-0.2796217,-0.5673522,-0.0008890013,0.2015153
-0.045024756,-0.2116047,-0.05672692,0.13039698
0.007912712,-0.38599935,-0.061916713,0.21301329
-0.845608,-0.17058432,-0.016103847,-0.21146362
-0.7933315,-0.5222764,-0.018936874,0.15555201
0.049863033,-0.15496004,-0.05194671,0.05357823
0.03890397,0.38574645,-0.0041759815,-0.44899634
-0.37508002,-0.58280295,0.021699406,0.29545745
-0.8246439,-0.18833326,-0.00040400584,-0.13622895
0.037749942,0.1809408,-0.041225486,-0.2592198
-0.61128783,-0.18729374,0.009397373,-0.15917024
0.05220075,-0.1563384,-0.049151815,0.0840158
-0.705093,-0.17404209,-0.0060644797,-0.13516562
-0.4294965,-0.19502848,0.0146677345,-0.2355192
-1.1176674,-0.3299473,-0.002982204,-0.09797315
-0.98059785,-0.38244256,-0.011568177,0.1341251
-0.044678893,-0.017293328,-0.053830333,-0.14482942
0.03508674,-0.19570899,-0.071847335,0.026537357
-1.0434887,-0.5141393,-0.00955514,-0.02398501
-0.10667691,-0.20028399,-0.047482405,-0.11968376
-1.3298054,-0.382673,-0.008067184,-0.107755706
-0.88557094,-0.38332292,-0.001513644,0.1535348
-0.9604997,-0.5801305,-2.2654815e-05,0.23645206
-0.7014693,-0.33055118,-0.026328193,-0.062252708
-1.0914751,-0.57910115,-0.007017724,0.2137521
-0.6134178,-0.5260512,-0.0126860645,0.21639465
0.085133575,0.19793096,-0.04856997,-0.31782407
-0.81226283,-0.3314554,0.017785786,-0.06471539
-0.60364145,-0.38231805,0.0067699887,0.13136919
-0.6410689,-0.33048838,-0.005768001,-0.08603778
-0.7750993,-0.5810926,0.013813408,0.25769073
-0.42492417,-0.17074378,0.027070947,-0.20801325
-0.015870411,0.22754079,-0.054518607,-0.339103
-0.1667655,-0.5685969,-0.016477723,0.22901337
-0.19291306,-0.38841218,-0.025984691,0.018858312
-0.91841435,-0.33095205,-0.001028262,-0.07580808
-0.34009,-0.52794373,0.02207896,0.2581693
-0.48261154,-0.3368004,-0.014931833,0.05321067
-0.3773483,-0.33483097,0.026100894,0.009762892
0.031366106,-0.36973554,-0.050347507,0.1703566
-0.6400931,-0.370743,-0.005414482,0.19235414
-0.21234433,-0.38767466,-0.019542908,0.0025831298
-1.071335,-0.3791304,-0.024856828,0.061067082
-0.99198985,-0.38215047,-0.012129372,0.12768167
0.03539907,-0.15014912,-0.056428894,-0.052705307
-0.45683762,-0.39086848,0.0035622509,0.07303744
-0.79176414,-0.17235278,-0.007822848,-0.17243338
-0.5623072,-0.3889193,-0.025500305,0.03004872
-0.6334597,-0.17551406,0.0064907833,-0.10269523
0.051108554,0.03066798,-0.03274849,-0.02976344
-1.5137483,-0.3806749,-0.011965947,-0.15183896
-0.6398498,-0.58103323,-0.014287894,0.2564011
-0.69901407,-0.525252,-0.0009243404,0.1987404
-1.6402727,-0.51037216,-0.002241427,-0.10708559
-0.0036082612,-0.38429958,-0.059627257,0.1754092
-1.0450444,-0.18536021,-0.015270537,-0.20183249
-0.43566388,-0.17145595,0.024772376,-0.19228274
-0.69124347,-0.18879738,0.010138309,-0.12599833
-0.30976078,-0.37228122,0.0053568347,-0.09004423
0.034872837,-0.17533645,-0.048212823,-0.1067341
-0.90531,-0.3236475,-0.022418601,-0.21457125
-0.058471937,-0.20671111,-0.06392807,0.02227099
-0.11048299,-0.3321852,-0.01664002,-0.048611216
-0.074721254,-0.39914453,-0.057958096,0.25607657
-0.730282,-0.36867255,-0.00831714,0.14668208
-0.42267486,-0.3741449,0.022220872,-0.048942804
-0.3711893,-0.51908493,0.028513374,0.08514875
-1.3374588,-0.5776784,-0.010222298,0.18237118
-0.66712916,-0.33243683,-0.03507434,-0.02064762
-0.0060712877,0.03500031,-0.07009213,-0.1031624
-0.57900065,-0.13959678,0.013067566,-0.26301187
-0.18574458,-0.5258906,-0.0050941454,0.21283232
-0.7597366,-0.38403544,-0.006864872,0.16925831
-1.222227,-0.38369232,-0.008425209,-0.08526889
-1.0259326,-0.3851218,-0.015255278,-0.053738743
-0.60749733,-0.14010751,-9.750758e-05,-0.25171274
-1.2683771,-0.578295,-0.0057748714,0.19596489
0.05459184,-0.157662,-0.047535703,0.11324363
-0.48333934,-0.32886228,0.028811887,-0.09953251
-0.15393579,-0.39051417,-0.041405506,0.06527821
-0.439093,-0.36692336,0.020926721,0.108110756
0.023971397,-0.17393045,-0.046940375,-0.13777475
-0.95778006,-0.38300174,-0.011191823,0.14646088
-0.102606356,-0.37576976,-0.02877192,-0.01309208
-0.23052134,-0.3306755,0.0043176715,-0.08190964
-0.008552297,0.03702587,-0.06882319,-0.14793564
-0.8169738,-0.38350594,-0.0035554762,0.15757352
-0.66437435,-0.1377398,-0.028993387,-0.30404755
-0.37450948,-0.55724645,0.032259297,0.29503882
-0.08270929,-0.5282811,-0.026266458,0.26567456
-1.1272793,-0.3744025,-0.05008265,-0.043301374
-0.35480902,-0.5678668,0.00839536,0.21287066
-0.9117829,-0.51844186,-0.026710026,0.070956394
-0.73301315,-0.18939619,-0.0068302085,-0.11278265
-0.34654123,-0.51850295,0.01964539,0.07229166
-0.54959494,-0.3710024,-0.0093335295,0.19808476
-0.803777,-0.3268885,-0.015825834,-0.14304438
-0.054054234,-0.20840743,-0.06009785,0.05975569
-0.2575162,-0.35872903,0.009211223,-0.07267818
-0.13986403,-0.5239494,-0.046786238,0.19265425
-1.6504802,-0.31521815,-0.004383139,-0.40047485
-0.65918463,-0.5806996,-0.009974952,0.24902488
